ID,ENTITAT,SECTORSEMANTIC1,SECTORSEMANTIC2,ANY_CONSTITUCIO,WEB
465,ASSOCIACIÓ FUTBOL AMERICÀ BADALONA DRAGS,,,2013,www.badalonadrags.com
702,ASSOCIACIÓ GOSPEL SENTITS,Culturals,musical,2017,www.gospelsentits.com
823,ASSOCIACIÓ GRUPO ROCIERO BLANCA PALOMA LLEFIÀ,Culturals,tradicionals,2015,
893,ASSOCIACIÓ GRUPO ROCIERO TOMILLO Y JARA,,,2019,
644,ASSOCIACIÓ HISTÒRIC-CULTURAL ATENEU REPUBLICÀ DE CATALUNYA,Culturals,altres entitats culturals,2008,www.ateneurepublica.org
114,"ASSOCIACIO JUBILATS I PENSIONISTES ""CASAL PEP VENTURA""",Sociosolidàries,gent gran,2020,
648,ASSOCIACIÓ JUDO BAETULO,Esportives,altres activitats esportives,2020,
854,ASSOCIACIÓ JUVENIL BÈSTIES I DIABLES DE LA SALUT,Culturals,tradicionals,2017,
654,ASSOCIACIÓ JUVENIL DEMASIATS,Culturals,activitats diverses,2009,
136,"ASSOCIACIO JUVENIL ""LA ROTLLANA""",Lleure,altres entitats de lleure,2013,
185,ASSOCIACIO JUVENIL MA OBERTA-COR OBERT,Lleure,altres entitats de lleure,2013,www.ajmacor.org/badalona
865,ASSOCIACIÓ JUVENIL SHOHOKU,Lleure,altres entitats de lleure,2020,
629,ASSOCIACIÓ LAIA MENDOZA,Sociosolidàries,internacional,2008,www.associaciolaiamendoza.org
525,ASSOCIACIÓ LLIURE D'ALUMNES DE L'IES EUGENI D'ORS,Educació,ampas,2003,
554,ASSOCIACIÓ LLOREDA-CARITG DE GENT GRAN,Sociosolidàries,gent gran,2013,
906,ASSOCIACIÓ MARES I PARES DE L'INSTITUT ALBÈNIZ BADALONA,,,,
852,ASSOCIACIÓ MASTERS ESPORT ADAPTAT,Esportives,bàsquet,2017,
668,ASSOCIACIÓ MÈDICA PER A LA INFÀNCIA DE CATALUNYA (AMIC),Sociosolidàries,infància,2009,www.ongamic.org
862,ASSOCIACIÓ MES K ANIMALS,Sociosolidàries,protectora animals,2020,
733,ASSOCIACIÓ MOTERA PAWNEES COSTA ESTE,,,2012,www.pawneescostaeste.com
910,ASSOCIACIÓ MULASSERS DE BADALONA,,,,
892,ASSOCIACIÓ MULTICULTURAL BÉTULO TOTS UNITS,Sociosolidàries,suport social,2020,
769,ASSOCIACIÓ MUSUBI AIKIDO,Esportives,altres activitats esportives,2013,www.aikidomusibi.com
807,ASSOCIACIÓ NINS & GRANS,Sociosolidàries,suport social,2015,wwwninsgrans.com
132,ASSOCIACIO NOUS CAMINS,,,2012,www.nuevoscaminos.net
842,ASSOCIACIÓ NOVES VIES,Sociosolidàries,suport social,2017,www.novesvies.org
927,ASSOCIACIÓ OBAIDO,Lleure,altres entitats de lleure,2022,www.obaidoassociacio.org
935,ASSOCIACIÓ OH HAPPY SINGERS COR,Culturals,musical,2022,
637,ASSOCIACIÓ ORQUESTRA DE TANGO DE BARCELONA,Culturals,musical,2012,www.Latitudtango.com
767,ASSOCIACIÓ PANGEA,Sociosolidàries,suport social,2013,
71,"ASSOCIACIO PARES USUARIS CENTRE ATENCIO ESPECIAL ""CAN RUTI""",Sociosolidàries,suport social,2013,
330,ASSOCIACIO PAU I SOLIDARITAT -CONC-,Sociosolidàries,internacional,2013,www. pauisolidaritat.ccooo.cat
640,ASSOCIACIÓ PEL DESENVOLUPAMENT DE L'EDUCACIÓ VIÀRIA A CATALUNYA -ADEVIC-,Educació,socials,2020,
797,ASSOCIACIÓ PENYA FOTOGRÀFICA DE BADALONA,Culturals,altres entitats culturals,2020,www.penyafotograficabadalona.com
598,"ASSOCIACIO PER A LA MULTICULTURALITAT, LA INFORMACIO I LA CONVIVENCIA SOCIAL",Sociosolidàries,suport social,2013,www.amics-badalona.blogspot.com/
880,ASSOCIACIÓ PER A LA PREVENCIÓ I PROTECCIÓ DELS ANIMALS DEL BARCELONÈS NORD(APPAB,Sociosolidàries,protectora animals,2020,
229,ASSOCIACIO PER A LA PROMOCIO D'ESPECTACLE INFANTIL I JUVENIL,Culturals,altres entitats culturals,1996,www.geocites.com/xarxabadalona
409,ASSOCIACIÓ PER A L'ESTUDI DE L'ECOLOGIA I EL MEDI AMBIENT (ECOIMA),Sociosolidàries,medi ambient,2001,www.terra.es/personal/ecoima
861,"ASSOCIACIÓ PER AL DESENVOLUPAMENT CULTURAL, AMBIENTAL I HUMÁ (CEHDA)",Sociosolidàries,internacional,2017,www.cehdaghana.org
649,"ASSOCIACIÓ PER LA COOPERACIÓ, LA INSERCIÓ SOCIAL I LA INTERCULTURALITAT (ACISI)",Sociosolidàries,suport social,2009,www.acisi.org
662,ASSOCIACIÓ PER LA CULTURA I LA INCLUSIÓ SOCIAL,Culturals,altres entitats culturals,2013,
907,ASSOCIACIÓ PER LA INSERCIÓ SOCIAL I LABORAL,,,2020,www. isil.cat
510,ASSOCIACIÓ PER LA PROMOCIÓ DEL TRANSPORT PÚBLIC,Sociosolidàries,medi ambient,2003,
751,ASSOCIACIÓ PER LA SALUT NATURAL I PARADIGMA QUÀNTIC,,,2012,
506,ASSOCIACIÓ PER L'AJUDA A LA INFÀNCIA DE L'ÀSIA BALBALIKA,Sociosolidàries,suport social,2013,www.ecaibalbalika.com
423,ASSOCIACIO PER L'ASSESORAMENT LEGAL I PSICOLOGIC,Sociosolidàries,altres entitats sociosolidàries,2001,
876,ASSOCIACIÓ PLATAFORMA ACCIÓ BADALONA,Sociosolidàries,suport social,2019,www.acciobadalona.com
826,ASSOCIACIÓ PLATAFORMA SANT ROC SOM BADALONA,Sociosolidàries,veïnal,2016,
844,ASSOCIACIÓ PONTS PER LA PAU,Sociosolidàries,suport social,2017,www.pontsperlapau.com
627,ASSOCIACIÓ PROCESSÓ DEL DIJOUS SANT,Culturals,altres entitats culturals,2013,dijoussantbadalona.cat
703,ASSOCIACIÓ PROJECTE IXTHYS TEATRE,Culturals,teatre,2013,www.projecteixthys.com
200,ASSOCIACIO PRO-RADIO TALLER ONA BADAL,Culturals,comunicació,1995,
821,ASSOCIACIÓ RADIO-TAXI CATALANA 37,Sociosolidàries,suport social,2015,www.radiotaxicatalana.com
812,ASSOCIACIÓ REIKI SOLIDARI,Sociosolidàries,suport social,2015,www.reikisolidari.org
899,ASSOCIACIÓ RESTARTING BADALONA,,,2020,www.rbdn.cat
901,ASSOCIACIÓ SAGRADA MARIA BCN,,,2020,
371,ASSOCIACIÓ SCOUTS BADEN POWELL DE CATALUNYA (ASBPC),,,1999,
304,"ASSOCIACIO SEGONA OPORTUNITAT ANIMAL, OSCAR MONTORO (ASOA)",Sociosolidàries,protectora animals,,www.asoa.net
606,ASSOCIACIÓ SOCIAL AMICS DEL GORG-MAR BADALONA,Sociosolidàries,suport social,2013,
652,ASSOCIACIÓ SOCIOCULTURAL DISTRICTE APATXE,Culturals,activitats diverses,2012,www.asc-districteapatxe.wix/asc
817,ASSOCIACIÓ SOMDE,Econòmiques,altres entitats econòmiques,2020,
850,ASSOCIACIÓ SOS BADALONA,Sociosolidàries,protectora animals,2017,www.sosbadalona.com
818,ASSOCIACIÓ SOS DOG'S BDN,Sociosolidàries,protectora animals,2013,www.sosdogsbdn.com
871,ASSOCIACIÓ TDAH BADALONA,Sociosolidàries,suport social,2019,www.tdahbadalona.com
900,ASSOCIACIÓ TEATBAL CAFÈ SIMBÒLIC,,,2020,hhtps://cafesimbolicoteatro.wordpress.com
714,"ASSOCIACIÓ TIERRA ""Grupo de crecimiento personal""",Sociosolidàries,suport social,2011,www.tierragrupo de crecimiento.es
806,ASSOCIACIÓ TODAY FOR TOMORROW,Sociosolidàries,suport social,2015,
882,ASSOCIACIÓ TORNEM-HI!COL·LECTIU LGTBIQ+ DE BADALONA,Sociosolidàries,suport social,2019,
694,ASSOCIACIÓ UNIÓ DE RADIOAFICIONATS DE BADALONA,Culturals,comunicació,2013,www.seccion.badalona.ure.es
374,ASSOCIACIÓ UNIÓ MARROQUINA-CATALANA D'EDUCACIÓ I CULTURA,Sociosolidàries,suport social,2020,
814,ASSOCIACIÓ ÜTRES TEATRE,Culturals,teatre,2013,
922,ASSOCIACIÓ VEÏNAL DE LA COLONIA DE SANT JORDI - CANYET,Sociosolidàries,veïnal,2021,
885,ASSOCIACIÓ VOLUNTARIS PROTECCIÓ CIVIL BADALONA,Sociosolidàries,altres entitats sociosolidàries,2019,
533,ASSOCIACIÓN DE COMERCIANTES PABLO PIFERRER,Econòmiques,botiguers/res,2020,
625,ASSOCIACIÓN DE PADRES DE ALUMNOS DEL COLEGIO ESPECIAL LLEVANT,Educació,ampas,2013,
868,ASSOCIACIÓN DE VECINOS LA MORA -PORT BDN-,Sociosolidàries,internacional,2019,
601,"ASSOCIACION EMPRESARIAL MIXTA DE INSTALADORES DE ELECTRICIDAD, FONTANERIA, SANEA",Econòmiques,gremis,2013,www.aemifesa.org
855,ASSOCIACION OSSAIN,Lleure,altres entitats de lleure,2017,
700,ASSOCIACIONS DE VEÏNS INTEGRATS DE BADALONA (AVIBA),Sociosolidàries,veïnal,2013,
545,ASSOCIACIONS FEDERADES DE FAMÍLIES D'ALUMNES DE CATALUNYA (AFFAC),Educació,ampas,2020,www.fapac.net
803,ASSOIACIÓ D'USUARIS D'ALOE-VERA,Sociosolidàries,suport social,2017,www.aloe-vera.cat
805,ASSOIAIÓ ONA MAR LLEFIÀ,Culturals,comunicació,2014,www. onamar.net
779,"ATECA, Associació sobre el tractament i estudi cannàbic i l'autoconsum",Lleure,altres entitats de lleure,2020,
159,ATENEO DE POMAR,Culturals,altres entitats culturals,1987,
388,ATENEU INTERNACIONAL,Sociosolidàries,internacional,1987,
773,ATLETES VEGETARIANS SENSE LÍMITS CLUB ESPORTIU,Esportives,altres activitats esportives,2013,www.atletesvegetarianssenselimits.blogspot.com
243,AULA DE LA PARAPSICOLOGIA I PARACIENCIES,Culturals,activitats diverses,1996,
179,AULA D'EXTENSIO UNIVERSITARIA PER A LA GENT GRAN,Educació,socials,2013,aulabadalona.cat
2,AV. BARRI LA PAZ,,,2013,
89,AV. BARRI PROGRES,Sociosolidàries,veïnal,2013,
86,AV. BONAVISTA,Sociosolidàries,veïnal,2013,
24,AV. BUFALÀ-BADALONA 12,Sociosolidàries,veïnal,2020,
41,AV. CAN CLARIS,Sociosolidàries,veïnal,2013,
61,AV. CANYADO,Sociosolidàries,veïnal,2020,www.avcanyado.entitatsbadalona.net
7,AV. CENTRE DE BADALONA,Sociosolidàries,veïnal,2020,www.avcentre.entitatsbadalona.net
44,AV. CONGRESO,Sociosolidàries,veïnal,2013,
28,AV. DALT LA VILA,Sociosolidàries,veïnal,2017,www.daltlavila.cat
275,AV. DE CAN MERCADER,Sociosolidàries,veïnal,2013,
292,AV. DE CANYET DE BADALONA,Sociosolidàries,veïnal,2013,
317,AV. DE COLL I PUJOL,Sociosolidàries,veïnal,2020,www.avcollipujol.org
287,AV. DE PUIGFRET,Sociosolidàries,veïnal,2013,
257,AV. DEL GORG-MAR,Sociosolidàries,veïnal,2013,www.avgorgmar.com
66,AV. DEL SECTOR DE SANT ROC,Sociosolidàries,veïnal,2013,
153,AV. FONDO SISTRELLS,Sociosolidàries,veïnal,2013,
612,AV. FRONT MARÍTIM DE BADALONA,Sociosolidàries,veïnal,2020,www.frontmaritimbdn.com
59,AV. IRIS-SOL-CASAGEMES,Sociosolidàries,veïnal,2013,
68,AV. JOAQUIM RUYRA,Sociosolidàries,veïnal,2013,
29,AV. JUAN VALERA,Sociosolidàries,veïnal,2020,
33,AV. LA COLINA,Sociosolidàries,veïnal,2019,
8,AV. LA SALUT ZONA ALTA,Sociosolidàries,veïnal,2020,
38,AV. LLOREDA,Sociosolidàries,veïnal,2013,
27,AV. MANRESA,Sociosolidàries,veïnal,2013,
190,AV. MONTIGALA,Sociosolidàries,veïnal,2013,www.avmontigala.org
263,AV. MONTIGALA 342-BATLLORIA,Sociosolidàries,veïnal,2013,
94,AV. NOVA LLOREDA NORD,Sociosolidàries,veïnal,2013,
57,AV. NOVA LLOREDA SUD,Sociosolidàries,veïnal,2013,
37,AV. POMAR,Sociosolidàries,veïnal,2020,
73,AV. RAVAL,Sociosolidàries,veïnal,2012,
98,AV. REMEI,Sociosolidàries,veïnal,2015,
43,AV. SANT JAUME,Sociosolidàries,veïnal,2013,
32,AV. SANT JOAN DE LLEFIÀ  GRAN SOL,Sociosolidàries,veïnal,2013,
745,AV. SANT JOAN DE LLEFIÀ DE BADALONA,,,2013,
30,AV. SANT JOAN LLEFIA ALT,Sociosolidàries,veïnal,2013,
26,AV. SANT MORI-LLEFIA,Sociosolidàries,veïnal,2013,
14,AV. SISTRELLS,Sociosolidàries,veïnal,2020,
218,"AV. ""URBANITZACIO COMPLEX CATALUNYA""",Sociosolidàries,veïnal,2013,
11,AV. VERGE LA SALUT,Sociosolidàries,veïnal,2020,
671,AVALOT - JOVES DE LA UGT DE CATALUNYA,Sociosolidàries,partits i sindicats,2009,www.avalot.org
760,AVV ASSOCIACIÓ OCELLAIRE I RECREATIVA DE JOVES EN BADALONA ,Lleure,altres entitats de lleure,2013,
495,"BADABICIS, ASSOCIACIÓ D'USUARIS DE LA BICICLETA DE BADALONA",Sociosolidàries,medi ambient,2003,
567,BADAGATS,Sociosolidàries,protectora animals,2013,www.badagats.blogspot.com
366,BADALONA BASQUET BASE (BBB),Esportives,bàsquet,2020,www.abbbasquet.com
536,BADALONA BÀSQUET CLUB,Esportives,bàsquet,2004,
420,BADALONA BESTIES DE FOC,Culturals,tradicionals,2013,www.badalonabestiesdefoc.org
877,BADALONA CRICKET CLUB,Esportives,altres activitats esportives,2019,www.cricket.cat
96,BADALONA SARDANISTA,Culturals,musical,2013,
827,BADALONA SHAHEENS CRICKET CLUB,Esportives,altres activitats esportives,2016,
921,BADALONA VEÏNS SOLIDARIS,Sociosolidàries,suport social,2021,
560,BADASE - SUPORT SOCIAL -,Sociosolidàries,suport social,2005,
270,"BANDA DE CORNETAS,TAMBORES Y MAJORETTES DE SANT ROC",Culturals,musical,1997,
642,BATENEU (Ateneu de Badalona),Culturals,activitats diverses,2013,www.bateneu.wordpress.com
708,BOMBEROS HUMANITARIOS PARA AYUDA CASO CHERNOBIL,Sociosolidàries,suport social,2013,www.bomberoshumanitarios.org
429,BUFALÀ COMERÇ,,,2002,
250,CADICC -Centre d'Harmonització i Dinamització Intercultural,Culturals,activitats diverses,1996,
609,CAP-ROL WARGAMES,Lleure,altres entitats de lleure,2007,
386,CARITAS DIOCESANA DE BARCELONA,Sociosolidàries,altres entitats sociosolidàries,2013,www.caritasbcn.org
693,CASA AMERICA DE BADALONA,Sociosolidàries,suport social,2013,www.casaamericadebadalona.com
19,CASA CULTURAL RECREATIVA ANDALUCIA Y CATALUNYA,,,2013,
485,CASAL ANTONI SALA I FONT,Culturals,activitats diverses,2003,
580,CASAL ARGENTINO DE BADALONA,Culturals,cultura estrangera,2013,www.casalargentino.com
260,CASAL D'AMISTAT AMB CUBA DE BADALONA,Sociosolidàries,internacional,1996,
323,CASAL D'AVIS CANYADÓ,Sociosolidàries,gent gran,2013,
177,CASAL D'AVIS RAVAL,Sociosolidàries,gent gran,2013,
562,CASAL DE JOVES EL LOKAL,Lleure,altres entitats de lleure,2012,
97,CASAL DE LA DONA DE POMAR (Grup dones Pomar),Sociosolidàries,dones,2020,
314,CASTELLERS DE BADALONA,Culturals,tradicionals,2020,www.castellersdebadalona.cat
628,CATALUNYA CAMINA: ASSOCIACIÓ PER ALS DRETS DELS VIANANTS,Sociosolidàries,altres entitats sociosolidàries,2013,www.catalunyacamina.org
377,CCC GRUPO ROCIERO LAS ARENAS,Culturals,tradicionals,2012,
473,C.D. POMAR,Esportives,futbol,2012,www.cdpomar.com
404,CENTRE DE DOCUMENTACIO ANTIAUTORITARI I LLIBERTARI CEDALL,Culturals,activitats diverses,2001,www.cedall.org
193,CENTRE D'ESPLAI ASPIRANTAT SANT JOSEP,Lleure,esplais,2012,
23,CENTRE EXCURSIONISTA DE BADALONA,Lleure,excursionisme,2020,www.cebadalona.org
128,CENTRE MARISTA D'ESCOLTES (G.E. Champagnat),Lleure,excursionisme,1998,
62,CENTRO ANDALUZ CASA DE HUELVA EN BADALONA,Culturals,tradicionals,2009,
272,CENTRO ARAGONES DE BADALONA,,,2013,www.cabdn.com
156,CENTRO CULTURAL ASOCIATIVO BARRIO DE LA SALUD,Culturals,activitats diverses,1993,
413,CENTRO CULTURAL CALO,Culturals,activitats diverses,2013,
375,CENTRO CULTURAL GRUPO MAGREBÍ ANAHDA,Culturals,cultura estrangera,2013,
46,CENTRO CULTURAL ROCIERO ANDALUZ NTRA. SRA. DE LA ESPERANZA,Culturals,tradicionals,2013,www.centrolaesperanza.com
139,CINEISTES INDEPENDENTS DE BADALONA,,,1992,
3,CIRCOL CATOLIC,,,1988,
160,CJS  SOM-HI TOTS,Lleure,esplais,2013,
529,CLUB BASQUET BUFALÀ DE BADALONA,Esportives,bàsquet,2012,
393,CLUB BILLAR ALBA DE BADALONA,Esportives,altres activitats esportives,2020,
238,CLUB CICLISTA BADALONA,Esportives,ciclisme,2012,
130,CLUB COLUMBOFIL BETULA MISSATGERA,Esportives,altres activitats esportives,2013,www.clbbetulo.com
459,CLUB D'AGILITY BADALONA,Esportives,altres activitats esportives,2002,www.agilitybadalona.com
302,CLUB D'AGILITY I EDUCACIO CANINA BADALONA,Esportives,altres activitats esportives,2012,
617,CLUB DE  PETANCA NUEVA BADALONA,Esportives,petanca,2020,
470,CLUB DE BASQUET SANT JOSEP-BADALONA,Esportives,bàsquet,1987,www.cbsantjosep.com
660,CLUB DE BITLLES BADALONA,,,2020,www.clubdebitllesbadalona.blogspot.com
235,"CLUB DE FANS DE ELVIS, de Badalona",,,1996,
415,CLUB DE FUTBOL SALA JOLIS 2000,Esportives,futbol,2001,
692,CLUB DE FUTBOL SANT CRIST MOLDAVIA,Esportives,futbol,1987,
449,CLUB DE GIMNÀSTICA RITMICA MIL·LENIUM,Esportives,altres activitats esportives,2020,
712,CLUB DE PATINATGE ARTÍSTIC BADALONA,Esportives,altres activitats esportives,2017,
589,CLUB DE PESCA ESPORTIVA BADAMAR,Esportives,altres activitats esportives,2020,
133,CLUB DE PETANCA PAïSOS CATALANS,Esportives,petanca,2012,
565,CLUB DE REM BADALONA,Esportives,altres activitats esportives,2013,www.rembadalona.cat
448,CLUB DEPORTIVO MINUSVÁLIDOS BÉTULO,Sociosolidàries,discapacitats/des,2002,
552,CLUB D'ESCACS BADALONA,Esportives,escacs,2013,www.escacsbadalona.blogspot.com
770,CLUB D'SKATEBOARD LOS PLANOS SKATEPLAZA,,,2020,www.losplanosskateplaza.tumblr.com
462,CLUB ESCACS SANT JOSEP,Esportives,escacs,2020,
518,CLUB ESPORTIU BADALONA ORIENTACIÓ,Esportives,futbol,2003,
214,CLUB ESPORTIU DE SORDS DE BADALONA,Esportives,altres activitats esportives,2012,www.llarsordbadalona.org
755,CLUB ESPORTIU MARMUN ESPORT,Esportives,altres activitats esportives,2012,
846,CLUB ESPORTIU ROLLER DERBY BADALONA (RDB),Esportives,altres activitats esportives,2017,
407,CLUB ESPORTIU SEAGULL BDN,Esportives,futbol,2013,www.terra.es/personal4/seagullce
631,CLUB ESPORTIU URBAN,Esportives,altres activitats esportives,2008,www.urbangim.com
764,CLUB ESQUAIX CASAGEMESBADALONA,Esportives,altres activitats esportives,2013,
576,CLUB FUTBOL AFRICA ESPORT,Esportives,futbol,2005,
344,CLUB FUTBOL BADALONA,Esportives,futbol,2013,
514,CLUB FUTBOL BUFALA,Esportives,futbol,2003,
575,CLUB FUTBOL SALA BAKANOS,Esportives,futbol,2005,
574,CLUB FUTBOL SISTRELLS,Esportives,futbol,2013,www.cfsistrells.com
666,CLUB KARATE OYAMA'S BADALONA,Esportives,altres activitats esportives,2009,
412,CLUB KORFBAL BADALONA (La Rotllana),Esportives,altres activitats esportives,2001,www.webpersonal.net/korfball
553,CLUB MARISTES ADEMAR,Esportives,bàsquet,2020,
120,CLUB NATACIO BADALONA,Esportives,altres activitats esportives,2013,www.cnbadalona.cat
496,CLUB NÀUTIC BÉTULO,Esportives,altres activitats esportives,2013,www.cnbetulo.com
161,CLUB OBENC,Esportives,,2017,www.obenc.org
505,CLUB PATI BADALONA,Esportives,altres activitats esportives,2003,
688,CLUB PATÍ SANT JOSEP DE BADALONA,Esportives,altres activitats esportives,2010,
511,CLUB PETANCA BADALONA,Esportives,petanca,2020,
456,CLUB PETANCA BUENAVISTA A.VV.,Esportives,petanca,2002,
242,CLUB PETANCA CANYADO,Esportives,petanca,2012,
147,CLUB PETANCA LA SALUD,Esportives,petanca,2013,
357,CLUB PETANCA LLOREDA,Esportives,petanca,2020,
134,CLUB PETANCA MONTIGALA,Esportives,petanca,2017,
115,CLUB PETANCA SAN JUAN DE LLEFIA ALTO,Esportives,petanca,2019,www.daltlavila.org
230,CLUB PETANCA SANT ROC,Esportives,petanca,1996,
266,CLUB PETANCA SPORT SAN ROQUE,,,1997,
878,CLUB PIRAGÜISME BADALONA,Esportives,activitats marítimes,2019,
443,CLUB RÍTMICA BADALONA,,,2002,
613,CLUB RÍTMICA GIM VANES SPORT,Esportives,altres activitats esportives,2013,
735,CLUB RÍTMICA MONTIGALÀ BADALONA,,,2012,
661,CLUB TENNIS TAULA BADALONA,,,2013,www.cttbadalona.cat
786,CLUB TWIRLING CIUTAT DE BADALONA,Esportives,altres activitats esportives,2013,
915,CLUB VOLEI BADALONA,,,2021,www.cvbadalona.com
783,CLUB WINDSURF BADALONA,Esportives,activitats marítimes,2014,
416,COLLA BADALONINA DE LA MOIXIGANGA,Culturals,tradicionals,2012,
187,COLLA DE GEGANTERS DE BADALONA,Culturals,tradicionals,1994,www.terra.es/persona12/gegantsbadalona
542,COLLA GEGANTERA DE L'ESCOLA JUNGFRAU DE BADALONA,Culturals,tradicionals,2004,www.escolajungfrau.net/gegants
226,COL·LECTIU DE RECERQUES ARTISTIQUES (K.R.A.),Culturals,altres entitats culturals,1995,
447,COL·LECTIU D'HOMES CONTRA LA VIOLÈNCIA DE GÈNERE DE BADALONA,Sociosolidàries,dones,2002,
571,"COL·LECTIU LILITH, Associació de Dones contra la Violència de Gènere",Sociosolidàries,dones,2012,
273,COMISION DE FIESTAS DEL BARRIO DE LA SALUD,Culturals,festes populars,2012,
753,COMUNICART (Associació per a la inclusió de les Persones amb autisme) ,Sociosolidàries,discapacitats/des,2012,www.autismocomunicart.org
761,COMUNIDAD ISLAMICA DE BADALONA AL-RIDUAN,Sociosolidàries,altres entitats sociosolidàries,2013,
333,COMUNIDAD MUSULMANA DE BADALONA,Sociosolidàries,suport social,2013,
486,CONFEDERACIÓN GENERAL DEL TRABAJO,Sociosolidàries,partits i sindicats,2003,
9,CONFRARIA DE PESCADORS DE BADALONA,,,2013,
402,CONFRARIA DE SANT ANASTASI,Culturals,tradicionals,2013,www.satanastasibadalona.com
556,CONSELL DE LA JOVENTUT DE BADALONA,Lleure,altres entitats de lleure,2004,
436,CONSELL ESPORTIU BARCELONÈS NORD,Esportives,altres activitats esportives,2012,www.cebnord.com
450,CONSERVEM EL PONT DEL PETROLI,Sociosolidàries,altres entitats sociosolidàries,2002,
945,CONVENTO DE LA MARE DE DEU DEL CARME,Sociosolidàries,altres entitats sociosolidàries,2023,
206,COOPERACCIO Agència Catalana de Cooperació Internacional,Sociosolidàries,internacional,2012,www.cooperaccio.org
64,COOPERATIVA LA MORAL DE BADALONA,Culturals,activitats diverses,2013,www.cooperativalamoral.com
245,COORDINADORA BADALONA SOLIDARIA,Sociosolidàries,altres entitats sociosolidàries,1987,
452,COORDINADORA D'ASSOCIATS PER LA LLENGUA CATALANA,Culturals,altres entitats culturals,2020,
522,COORDINADORA D'ENTITATS BADALONINES DE CULTURA TRADICIONAL I POPULAR CATALANA,Culturals,tradicionals,2003,
50,COR DE MARINA,Culturals,musical,2020,www.cordemarina.cat
488,CORAL ART I CULTURA DE CANYET,Culturals,musical,2003,
381,COS DE PORTANTS DEL SANT CRIST DE BADALONA,Culturals,festes populars,1998,
122,CP BETULO,Esportives,petanca,2013,
286,CREU ROJA BARCELONÈS NORD,Sociosolidàries,altres entitats sociosolidàries,2012,
149,CRISTIANOS SIN FRONTERAS,Sociosolidàries,altres entitats sociosolidàries,2013,
897,CURSES OBSTACLES RECONNECTA BADALONA,,,2020,www.reconnecta.cat
405,EDICIONS FET A MA,Culturals,comunicació,2001,
34,EL MICAQUER ESPLAI I TEMPS LLIURE,Lleure,esplais,2013,www.elmicaquer.com
480,"ELS VERDS DE BADALONA, PER A LA DEFENSA DEL PATRIMONI NATURAL I CULTURAL",Sociosolidàries,medi ambient,2002,
55,ENTORN INICIATIVES DE LLEURE,Lleure,altres entitats de lleure,1988,
550,EQUIP DE TREBALL ÀFRICA NEGRA L'ENSENYAMENT (ETANE),,,2013,
729,ESABAR SAHARAUI BADALONA COOPERACIÓN,Sociosolidàries,internacional,2020,
433,ESCOLA TALLER RÀDIO BUFALÀ,,,2002,
794,ESPIRITU DE SANTA CRUZ DE LA SIERRA,Culturals,cultura estrangera,2013,
256,ESPLAI BUENOYQUE,,,1996,
568,ESPLAI LA FORMIGA,Lleure,esplais,2020,
168,ESPLAI MIGVOLT DE SANTA MARIA,Lleure,esplais,2013,
213,ESPLAI SANT PAU,Lleure,esplais,1995,
278,ESPLAIS CATALANS -ESPLAC Barcelonés Nord-,Lleure,esplais,2013,www.esplac.cat
497,"FACTORIA FILMETS, ASSOCIACIÓ FILMETS BADALONA",Culturals,altres entitats culturals,1987,
502,F.C. LLOREDA,Esportives,futbol,2013,
1,FEDERACIO AV. BADALONA -FAVB-,Sociosolidàries,veïnal,2020,
528,FEDERACIÓ CATALANA D'ESPORTS PER A MINUSVALIDS DE BARCELONA,Esportives,altres activitats esportives,2004,www.fcemf.org
835,FEDERACIÓ COMISSIÓ SUPERIOR DE LA CULTURA I DELS MUSULMANS CATALANS (FCSCIM.CAT),Sociosolidàries,altres entitats sociosolidàries,2020,
645,FEDERACIÓ D'ASSOCIACIONS DE MARES I PARES D'ALUMNES DE CENTRES PÚBLICS DE BADALO,Educació,ampas,2008,
611,FEDERACIÓ D'ASSOCIACIONS DE MARES I PARES D'ALUMNES D'ENSENYAMENT SECUNDARI DE C,,,1987,www.fapaes.net
460,FEDERACIÓ D'ASSOCIACIONS DE VENEDORS DELS MERCATS MUNICIPALS DE BADALONA,Econòmiques,botiguers/res,2012,www.mercatsbadalona.cat
276,FEDERACIO DE COMERÇ DEL CENTRE DE BADALONA -FCCB-,Econòmiques,gremis,2011,
793,FEDERACIÓ DONES BADALONA 2013,Sociosolidàries,dones,2014,
338,FEDERACIÓ EMPRESARIAL DE BADALONA,Econòmiques,gremis,1998,
790,FEDERACION DE LA COMUNIDAD BOLIVIANA EN CATALUNYA (FECOABOL),Culturals,cultura estrangera,2020,
369,FETE-UGT NORDORIENTAL-MARESME,Sociosolidàries,partits i sindicats,2012,
399,FOLRE SERVEI D'ACOLLIDA,Sociosolidàries,suport social,2012,
763,FONDO XI CRICKET CLUB,Esportives,altres activitats esportives,2013,
616,FRATERNIDAD ARTE Y CULTURA BOLIVIAMANTA,Culturals,cultura estrangera,2013,
365,"FUNDACIÓ ""ACOLLIDA I ESPERANÇA""",,,2013,www.acollida.org
583,FUNDACIÓ ADRA,Sociosolidàries,suport social,1987,www.adra-es.org
772,FUNDACIÓ ASPANIN PATRIMONI,Sociosolidàries,discapacitats/des,2013,www.aspanin.cat
853,FUNDACIÓ BADALONA CAPAÇ,Sociosolidàries,discapacitats/des,2017,www.bdncapac.cat
919,FUNDACIÓ BOSCO GLOBAL,Sociosolidàries,internacional,2021,www.boscoglobal.org
