ID,TIPUS_EQUIPAMENT,DESCRIPCIO_TIPUS_EQUIPAMENT,NOM,NOM_CONTACTE,COGNOM1_CONTACTE,COGNOM2_CONTACTE,TELEFON,EMAIL,URL,SIGLA,CARRER,CODI_CARRER,NRO,BIS,ESCALA,PIS,PORTA,CODI_DIVISIO_TERRITORIAL_ADM,CODI_DIVISIO_TERRITORIAL,CODI_POSTAL,CIUTAT,CODI_CIUTAT,PROVINCIA,CODI_PROVINCIA,PAIS,CODI_PAIS,UTMX,UTMY,LATITUD,LONGITUD,TIPO_UTM,ADREÇA_COMPLETA
3,C.At.Prim,Centre d'atenció primària,CAP MARTÍ JULIÀ (ABS-1),,,,93167****,,,,,,,,,,,D-01,B-13,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.26******,,C/ Martí i Julià
4,C.At.Prim,Centre d'atenció primària,CAP DR. ROBERT (ABS-2),,,,93384****,,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Pl. Medicina
4,C.At.Cont,Centre d'atenció continuada,CAP DR. ROBERT (ABS-2),,,,93384****,,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Pl. Medicina
4,C.At.Espec,Centre d'atenció especialitzada,CAP DR. ROBERT (ABS-2),,,,93384****,,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Pl. Medicina
5,C.At.Prim,Centre d'atenció primària,CAP PROGRÉS-RAVAL,,,,93460****,,,,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.24******,,C/ General Weyler
6,C.At.Prim,Centre d'atenció primària,CAP EL GORG (ABS-4),,,,93399****,,,,,,,,,,,D-06,B-31,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Vélez Rubio
7,C.At.Prim,Centre d'atenció primària,CAP SANT ROC (ABS-5),,,,93398****,,,,,,,,,,,D-06,B-31,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Vélez Rubio
8,C.At.Prim,Centre d'atenció primària,CAP LLEFIÀ (ABS-6),,,,93399****,,,,,,,,,,,D-04,B-22,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Ctra. Antiga de València
9,C.At.Prim,Centre d'atenció primària,CAP LA SALUT (ABS-7),,,,93460****,,,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Ptge. Encants
9,At.Domic.,Programa d'atenció domiciliària,CAP LA SALUT (ABS-7),,,,93460****,,,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Ptge. Encants
10,C.At.Cont,Centre d'atenció continuada,CAP NOVA LLOREDA (ABS-8 i 10),,,,93507****,,,,,,,,,,,D-02,B-20,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Av. Catalunya
10,C.At.Prim,Centre d'atenció primària,CAP NOVA LLOREDA (ABS-8 i 10),,,,93507****,,,,,,,,,,,D-02,B-20,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Av. Catalunya
11,C.At.Prim,Centre d'atenció primària,CAP APENINS MONTIGALÀ (ABS-9),,,,93395****,,,,,,,,,,,D-08,B-25,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.22******,,C/ Apenins
12,C.At.Prim,Centre d'atenció primària,CAP BUFALÀ-CANYET (ABS-11),,,,93497****,,,,,,,,,,,D-03,B-09,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,Av. Martí Pujol
13,C.At.Prim,Centre d'atenció primària,CAP MORERA POMAR (ABS-12),,,,93465****,,,,,,,,,,,D-03,B-16,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.25******,,Pere III
16,C.At.Cont,Centre d'atenció continuada,CAP DR. BARRAQUER,,,,93381****,,,,,,,,,,,D-01,B-11,08930,Sant Adrià de Besòs,194,Barcelona,08,ESPAÑA,108,,,41.46******,2.27******,,Pl. del Dr. Trueta
16,C.At.Espec,Centre d'atenció especialitzada,CAP DR. BARRAQUER,,,,93381****,,,,,,,,,,,D-01,B-11,08930,Sant Adrià de Besòs,194,Barcelona,08,ESPAÑA,108,,,41.46******,2.27******,,Pl. del Dr. Trueta
18,Tot,Tot,CENTRE D'ATENCIÓ ESPECIALITZADA DR. ROBERT,,,,93384****,,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Pl. Medicina
19,Tot,Tot,CENTRE D'ATENCIÓ ESPECIALITZADA DR. BARRAQUER,,,,93462****,,,,,,,,,,,D-05,B-28,08930,Sant Adrià de Besòs,194,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Pl. del Dr. Trueta
21,At.Sal.Sex,Centre d'atenció a la salut sexual i reproductiva,ASSIR. BSA (CAP Gran Sol),,,,93388****,,,,,,,,,,,D-05,B-28,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Av. Doctor Bassols
22,At.Sal.Sex,Centre d'atenció a la salut sexual i reproductiva,ASSIR LA RIERA,,,,93462****,,http://primaria.icsmetropolitananord.cat/assir,,,,,,,,,D-01,B-13,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Riera Matamoros
23,C.Infantil,Centres d'atenció a la salut mental (infantils i juvenils),CAP SALUT MENTAL INFANTO JUVENIL II JOAN OLBIOLS (CSMIJ -Joan Obiols),,,,93389****,csmij.joan.obio**@***********,,,,,,,,,,D-01,B-01,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Laietània
24,C.Infantil,Centres d'atenció a la salut mental (infantils i juvenils),CAP SALUT MENTAL INFANTO JUVENIL CREU VERDA (CSMIJ - Creu Verda),,,,93460****,csmij.creu.ver**@***********,,,,,,,,,,D-04,B-29,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Alfons XIII
25,C.Infantil,Centres d'atenció a la salut mental (infantils i juvenils),HOSPITAL DE DIA D'ADOLESCENTS A BADALONA,,,,93461****,h**@*******,,,,,,,,,,D-03,B-09,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,Av. Martí Pujol
26,C.Adults,Centres d'atenció a la salut mental (adults),CAP SALUT MENTAL I (adults),,,,93389****,cs**@***********,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Francesc Layret
27,C.Adults,Centres d'atenció a la salut mental (adults),CAP SALUT MENTAL II (adults),,,,93624****,cs**@***********,,,,,,,,,,D-06,B-31,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Doctor Bassols
28,C.Adults,Centres d'atenció a la salut mental (adults),CENTRE DE DIA BETULA,,,,93460****,c.d.betu**@***********,,,,,,,,,,D-06,B-31,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Av. Alfons XIII
29,C.At.Seg.,Centre d'atenció i seguiment de les drogodependencies (CAS),CENTRE DELTA,,,,93384****,del**@***********,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Termes Romanes
31,Salut Lab.,Unitat de salut laboral,UNITAT DE SALUT LABORAL,,,,93464****,,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Gaietà Soler
32,S.Hospit.,Serveis hospitalaris,HOSPITAL MUNICIPAL DE BADALONA,,,,93464****,,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Via Augusta
32,Urgències,Serveis d'urgències hospitalàries,HOSPITAL MUNICIPAL DE BADALONA,,,,93464****,,,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Via Augusta
33,S.Hospit.,Serveis hospitalaris,HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL (CAN RUTI),,,,93465****,,http://www.gencat.cat/ics/germanstrias/,,,,,,,,,D-03,B-08,08916,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.48******,2.24******,,Ctra. Canyet
33,Urgències,Serveis d'urgències hospitalàries,HOSPITAL UNIVERSITARI GERMANS TRIAS I PUJOL (CAN RUTI),,,,93465****,,http://www.gencat.cat/ics/germanstrias/,,,,,,,,,D-03,B-08,08916,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.48******,2.24******,,Ctra. Canyet
34,S.Hospit.,Serveis hospitalaris,CENTRE SOCIOSANITARI EL CARME,,,,93507****,,,,,,,,,,,D-,B-26,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.23******,,Cami Sant Jeroni de la Murtra
38,T.Sanitari,Transport sanitari: ambulàncies,AMBULÀNCIES GRUP LA PAU,,,,93395****,,http://gruplapau.net,,,,,,,,,D-03,B-09,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.47******,2.24******,,Cami Pelleria
40,S.Salut P.,Serveis de la salut pública,SERVEI DE SALUT PÚBLICA AL BARCELONÈS NORD I MARESME,,,,934639**,aspc.bcnmares**@**********,https://salutpublica.gencat.cat/ca/sobre_lagencia/on-som/,,,,,,,,,D-,B-,08930,Sant Adrià de Besòs,194,Barcelona,08,ESPAÑA,108,,,41.43******,2.23******,,C/ Torrassa
41,S.Salut P.,Serveis de la salut pública,SERVEI DE SALUT,,,,93483****,Promocio_Sal**@************,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Assemblea de Catalunya
42,Farm 24h,Farmàcies 24h,FARMÀCIA VIAYNA,,,,93384****,,http://www.badaweb.com/viayna/,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Av. President Companys
43,Farm torn,Farmàcies de 9 a 22h,FARMÀCIA AGUILAR,,,,93389****,,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Francesc Layret
44,Farm 24h,Farmàcies 24h,FARMÀCIA LLOREDA,,,,93388****,,,,,,,,,,,D-02,B-20,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Av. Catalunya
45,Farm 24h,Farmàcies 24h,FARMÀCIA ARIADNA CONDÓN,,,,93460****,,http://www.farmaciacondon.com,,,,,,,,,D-02,B-20,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Ptge. Riu Ter
46,Farm 24h,Farmàcies 24h,FARMÀCIA FERRÉ-CLAPÉS,,,,93384****,,http://www.farmaciaferreclapes.com,,,,,,,,,D-01,B-01,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Av. Martí Pujol
47,Farm torn,Farmàcies de 9 a 22h,FARMÀCIA GAY,,,,93389****,,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Av. Martí Pujol
48,Farm torn,Farmàcies de 9 a 22h,FARMÀCIA MONTSERRAT COVES,,,,93389****,,,,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Creu
49,Farm 24h,Farmàcies 24h,FARMÀCIA VIVES,,,,93388****,,,,,,,,,,,D-05,B-27,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,C/ Juan Valera
50,Farm 24h,Farmàcies 24h,FARMÀCIA SERENTILL,,,,93384****,,,,,,,,,,,D-01,B-01,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Mar
51,Farm 24h,Farmàcies 24h,FARMÀCIA P. RELAT,,,,93399****,,,,,,,,,,,D-05,B-29,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Ctra. Antiga de València
52,Farm 24h,Farmàcies 24h,FARMÀCIA J. SALLA FUSTER,,,,93387****,josepsal**@********,,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Salvador Seguí 'el Noi del Sucre'
53,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,ALCER- ASSOCIACIÓ DE LLUITA CONTRA LES MALALTIES DE RONYÓ,,,,93331****,alcerbarcelo**@***********,,,,,,,,,,D-05,B-06,08014,Barcelona,019,Barcelona,08,ESPAÑA,108,,,41.37******,2.14******,,C/ Jocs Florals
54,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,ASPACE- ASSOCIACIÓ DE LA PARÀLISI CEREBRAL,,,,93460****,b**@*************,,,,,,,,,,D-07,B-04,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.24******,,Av. Marquès de Montroig
55,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,PLATAFORMA TDAH-TRASTORN PER DÈFICIT D'ATENCIÓ AMB I SENSE HIPERACTIVITAT,,,,63566****,sara_le**@***********,http://www.plataformatdah.entitatsbadalona.net,,,,,,,,,D-02,B-19,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Coll i Pujol
56,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,GRUP DE DONES JADE,,,,93398****,c.m.b.ja**@********,,,,,,,,,,D-02,B-19,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Coll i Pujol
57,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,BADALONA ASSOCIACIÓ D' AFECTATS DE FIBROMIÀLGIA (BAAF),,,,61044****,baaf.b**@*********,http://www.fibromialgiabadalona.wordpress.com ,,,,,,,,,D-02,B-19,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,Rambla Sant Joan 
58,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,VIH-DA ASSOCIACIÓ,,,,93389****,vihdacent**@********************,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Arnús
59,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,ADARBYC-ASSOCIACIÓ D'ALCOHÒLICS REHABILITATS DE BADALONA I COMARCA,,,,93389****,adarb**@********************,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Arnús
60,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,ASSOCIACIÓ D'AMICS DE L'EPILÈCTIC ÀNGEL DE LA GUARDA,,,,93383****,tertuliana**@***********,http://www.amigosepilepticos.org,,,,,,,,,D-05,B-28,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Av. Amèrica
61,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,FUNDACIÓ PRIVADA BADALONA CONTRA EL CÀNCER,,,,93384****,miquelcarreras_cana**@***********,http://www.iconcologia.net,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Germà Bernabé
62,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,AFABSS-ASSOCIACIÓ DE FAMILIARS DE MALALTS D'ALZHEIMER DE BADALONA SANT ADRIÀ I SANTA COLOMA,,,,93464****,afab**@*********,,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.25******,,C/ Arnús
63,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,AFAMMEBAN-ASSOCIACIÓ DE FAMILIARS DE MALALTS MENTALS DEL BARCELONÉS NORD,,,,93383****,ass**@*************,,,,,,,,,,D-05,B-27,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Av. Doctor Bassols
67,Catàleg,Catàleg de serveis de les entitats de la salut de Badalona,PROJECTE HOME,,,,93469****,projectejovein**@****************,www.projectehome.org/,,,,,,,,,D-,B-,08915,Montgat,,Barcelona,08,ESPAÑA,108,,,41.47******,2.27******,,Ra. Sant Jordi
68,EBAS,EBAS,EQUIP BÀSIC D'ATENCIÓ SOCIAL DEL CENTRE (SBAS 1),,,,93483****,,,,,,,,,,,D-01,B-01,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Jaume Solà
69,EBAS,EBAS,EQUIP BÀSIC D'ATENCIÓ SOCIAL DEL GORG (SBAS 5),,,,93397****,,,,,,,,,,,D-07,B-07,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Av. Alfons XIII
71,EBAS,EBAS,EQUIP BÀSIC D'ATENCIÓ SOCIAL DE LLOREDA (SBAS 2),,,,93399****,,,,,,,,,,,D-08,B-25,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.23******,,Rambla Sant Joan
72,EBAS,EBAS,EQUIP BÀSIC D'ATENCIÓ SOCIAL DE LLEFIÀ (SBAS 4B),,,,93399****,SBAS**@************,,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,C/ Mare de Déu de Lorda
73,EBAS,EBAS,EQUIP BÀSIC D'ATENCIÓ SOCIAL DE LA SALUT (SBAS 4),,,,93387****,,,,,,,,,,,D-04,B-22,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,C/ Marquès de Sant Mori
74,EBAS,EBAS,EQUIP BÀSIC D'ATENCIÓ SOCIAL DE SANT ROC (SBAS 6),,,,93388****,,,,,,,,,,,D-06,B-32,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Av. Congrés Eucarístic
75,EBAS,EBAS,EQUIP BÀSIC D'ATENCIÓ SOCIAL DE BUFALÀ (SBAS 3),,,,93460****,,,,,,,,,,,D-03,B-09,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.24******,,C/ Molí de la Torre
77,Adm.Publ.,Administració pública,OFICINA MUNICIPAL DE DISTRICTE NÚM. 1 LA PLANA,,,,93464****,om**@************,,,,,,,,,,D-01,B-01,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Ptge. Plana
77,OMD,OMD,OFICINA MUNICIPAL DE DISTRICTE NÚM. 1 LA PLANA,,,,93464****,om**@************,,,,,,,,,,D-01,B-01,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,Ptge. Plana
78,Adm.Publ.,Administració pública,OFICINA MUNICIPAL DE DISTRICTE NÚM. 2 CAN CABANYES,,,,93399****,om**@************,,,,,,,,,,D-01,B-02,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,Sant Joan
78,OMD,OMD,OFICINA MUNICIPAL DE DISTRICTE NÚM. 2 CAN CABANYES,,,,93399****,om**@************,,,,,,,,,,D-01,B-02,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,Sant Joan
79,Adm.Publ.,Administració pública,OFICINA MUNICIPAL DE DISTRICTE NÚM. 3 LA MORERA,,,,93518****,om**@************,,,,,,,,,,D-03,B-15,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.25******,,Av. Primer de Maig
79,OMD,OMD,OFICINA MUNICIPAL DE DISTRICTE NÚM. 3 LA MORERA,,,,93518****,om**@************,,,,,,,,,,D-03,B-15,08915,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.46******,2.25******,,Av. Primer de Maig
81,Adm.Publ.,Administració pública,OFICINA MUNICIPAL DE DISTRICTE NÚM. 4 LA SALUT/LLEFIÀ,,,,93388****,om**@************,,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Marquès de Sant Mori
81,OMD,OMD,OFICINA MUNICIPAL DE DISTRICTE NÚM. 4 LA SALUT/LLEFIÀ,,,,93388****,om**@************,,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,Marquès de Sant Mori
83,Adm.Publ.,Administració pública,OFICINA MUNICIPAL DE DISTRICTE NÚM. 6 SANT ROC,,,,93387****,omd6santr**@************,,,,,,,,,,D-06,B-31,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Sant Joan Evangelista
83,OMD,OMD,OFICINA MUNICIPAL DE DISTRICTE NÚM. 6 SANT ROC,,,,93387****,omd6santr**@************,,,,,,,,,,D-06,B-31,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Sant Joan Evangelista
84,Adm.Publ.,Administració pública,OFICINA MUNICIPAL DE DISTRICTE NÚM. 5 EL GORG,,,,93397****,om**@************,,,,,,,,,,D-05,B-07,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Alfons XIII
84,OMD,OMD,OFICINA MUNICIPAL DE DISTRICTE NÚM. 5 EL GORG,,,,93397****,om**@************,,,,,,,,,,D-05,B-07,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Alfons XIII
87,CPriv.Inf,Centres privats concertats d'educació infantil i primària,COL.LEGI CULTURAL FLUVIÀ,,,,93464****,cultural-fluv**@**************,http://www.xtec.es/centres/a8001030,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Fluvià
87,CPriv.Sec,Centres privats concertats d'educació secundària,COL.LEGI CULTURAL FLUVIÀ,,,,93464****,cultural-fluv**@**************,http://www.xtec.es/centres/a8001030,,,,,,,,,D-01,B-03,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Fluvià
88,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA INSTITUCIÓ CULTURAL LAIETÀNIA,,,,93388****,a80012**@********,http://www.laietania.net,,,,,,,,,D-07,B-06,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Saragossa
88,CPriv.Sec,Centres privats concertats d'educació secundària,ESCOLA INSTITUCIÓ CULTURAL LAIETÀNIA,,,,93388****,a80012**@********,http://www.laietania.net,,,,,,,,,D-07,B-06,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Saragossa
89,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA LESTONNAC,,,,93387****,a80011**@********,http://phobos.xtec.cat/a8001145/intranet/,,,,,,,,,D-06,B-31,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.22******,,C/ Santa Joana Lestonnac
89,CPriv.Sec,Centres privats concertats d'educació secundària,ESCOLA LESTONNAC,,,,93387****,a80011**@********,http://phobos.xtec.cat/a8001145/intranet/,,,,,,,,,D-06,B-31,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.43******,2.22******,,C/ Santa Joana Lestonnac
90,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA LÓPEZ TORREJÓN,,,,93460****,a80009**@********,http://www.centrebadalona.com/lopeztorrejon,,,,,,,,,D-07,B-05,08912,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.24******,,C/ Roger de Flor
91,Col Elec,Col·legis electorals,ESCOLA MARE DE DÉU DE L'ASSUMPCIÓ,,,,93387****,a80011**@********,http://www.xtec.cat/centres/a8001108/,,,,,,,,,D-05,B-32,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Sant Joan Evangelista
91,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA MARE DE DÉU DE L'ASSUMPCIÓ,,,,93387****,a80011**@********,http://www.xtec.cat/centres/a8001108/,,,,,,,,,D-05,B-32,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Sant Joan Evangelista
91,CPriv.Sec,Centres privats concertats d'educació secundària,ESCOLA MARE DE DÉU DE L'ASSUMPCIÓ,,,,93387****,a80011**@********,http://www.xtec.cat/centres/a8001108/,,,,,,,,,D-05,B-32,08918,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Sant Joan Evangelista
92,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA ARRELS - ESPERANÇA,,,,93387****,a80009**@********,http://www.escolesarrels.com,,,,,,,,,D-05,B-29,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Provença
92,CPriv.Sec,Centres privats concertats d'educació secundària,ESCOLA ARRELS - ESPERANÇA,,,,93387****,a80009**@********,http://www.escolesarrels.com,,,,,,,,,D-05,B-29,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,C/ Provença
93,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA MARIA WARD,,,,93387****,a80010**@********,http://www.mariaward.cat,,,,,,,,,D-05,B-28,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,C/ Gravina
93,CPriv.Sec,Centres privats concertats d'educació secundària,ESCOLA MARIA WARD,,,,93387****,a80010**@********,http://www.mariaward.cat,,,,,,,,,D-05,B-28,08913,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.22******,,C/ Gravina
94,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA MARISTES CHAMPAGNAT,,,,93384****,temp**@***************,http://www.maristesbadalona.com,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Temple
94,CPriv.Sec,Centres privats concertats d'educació secundària,ESCOLA MARISTES CHAMPAGNAT,,,,93384****,temp**@***************,http://www.maristesbadalona.com,,,,,,,,,D-01,B-01,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Temple
95,Col Elec,Col·legis electorals,ESCOLA MINGUELLA,,,,93464****,minge**@**********,http://www.escolesminguelles.org,,,,,,,,,D-01,B-13,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Santa Madrona
95,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA MINGUELLA,,,,93464****,minge**@**********,http://www.escolesminguelles.org,,,,,,,,,D-01,B-13,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Santa Madrona
95,CPriv.Sec,Centres privats concertats d'educació secundària,ESCOLA MINGUELLA,,,,93464****,minge**@**********,http://www.escolesminguelles.org,,,,,,,,,D-01,B-13,08911,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.25******,,C/ Santa Madrona
96,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA MONTSERRAT,,,,93388****,a80006**@********,http://www.xtec.cat/centres/a8000608/,,,,,,,,,D-02,B-19,08917,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.45******,2.24******,,C/ Carles I
97,CPriv.Inf,Centres privats concertats d'educació infantil i primària,ESCOLA MARE DE DÉU DE LA SALUT,,,,93387****,a80006**@********,http://www.xtec.cat/col.legimarededeudelasalut/escola.htm,,,,,,,,,D-04,B-22,08914,Badalona,015,Barcelona,08,ESPAÑA,108,,,41.44******,2.23******,,Ptge. Salut
