CODI_DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;2000;731;2;ABOGADOS;67
EN EL MUNICIPI;2000;436;1;ACABADO DE TEXTILES;2
EN EL MUNICIPI;2000;4685;1;ACTIV. ANEXAS IND. MUEBLE;6
EN EL MUNICIPI;2000;756;1;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;9
EN EL MUNICIPI;2000;475;1;ACTIVIDADES ANEXAS ARTES GRAFICAS;7
EN EL MUNICIPI;2000;019;3;ACTIVIDADES CINE,TEATRO, Y CIRCO NCOP;2
EN EL MUNICIPI;2000;013;3;ACTORES DE CINE Y TEATRO;1
EN EL MUNICIPI;2000;841;2;ACUPUNTORES, NATUROPATAS Y OTROS;2
EN EL MUNICIPI;2000;9794;1;ADIESTRAMIENTO Y CUIDADOS DE ANIMALES;1
EN EL MUNICIPI;2000;723;2;ADMINISTRADORES DE FINCAS;2
EN EL MUNICIPI;2000;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;5
EN EL MUNICIPI;2000;755;1;AGENCIAS DE VIAJES;5
EN EL MUNICIPI;2000;974;1;AGENCIAS PRESTACION SERV. DOMESTICOS;1
EN EL MUNICIPI;2000;721;2;AGENTES COLEGIADOS PROPIEDAD IND.E INMOB;1
EN EL MUNICIPI;2000;511;2;AGENTES COMERCIALES;118
EN EL MUNICIPI;2000;728;2;AGENTES DE ADUANAS;2
EN EL MUNICIPI;2000;713;2;AGENTES DE SEGUROS AFECTOS;31
EN EL MUNICIPI;2000;712;2;AGENTES REPRESENTANTES DE SEGUROS;3
EN EL MUNICIPI;2000;508;1;AGRUPACIONES Y UNIONES TEMPOR. EMPRESAS;7
EN EL MUNICIPI;2000;5013;1;ALBAùILERIA Y PEQ. TRABAJOS CONSTRUCCION;281
EN EL MUNICIPI;2000;7545;1;ALMACENES Y DEPOSITOS DE LIQUIDOS;1
EN EL MUNICIPI;2000;854;1;ALQUILER AUTOMOVILES SIN CONDUCTOR;4
EN EL MUNICIPI;2000;8561;1;ALQUILER DE BIENES DE CONSUMO;4
EN EL MUNICIPI;2000;8562;1;ALQUILER DE PELICULAS DE VIDEO;10
EN EL MUNICIPI;2000;852;1;ALQUILER MAQUINARIA Y EQUIP. CONSTRUCC.;8
EN EL MUNICIPI;2000;859;1;ALQUILER OTROS BIENES MUEBLES NCOP;3
EN EL MUNICIPI;2000;8559;1;ALQUILER OTROS MEDIOS TRANSP. N.C.O.P.;1
EN EL MUNICIPI;2000;048;3;ARBITROS DE ESPECTACULOS DEPORTIVOS;2
EN EL MUNICIPI;2000;411;2;ARQUITECTOS;31
EN EL MUNICIPI;2000;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;41
EN EL MUNICIPI;2000;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);13
EN EL MUNICIPI;2000;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;3
EN EL MUNICIPI;2000;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;6
EN EL MUNICIPI;2000;951;1;ASISTENCIA Y SERV. SOCIALES DISMINUIDOS;4
EN EL MUNICIPI;2000;747;2;AUDITORES DE CUENTAS Y CENSORES JURADOS;3
EN EL MUNICIPI;2000;836;2;AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS;24
EN EL MUNICIPI;2000;811;1;BANCA;8
EN EL MUNICIPI;2000;6731;1;BARES CATEGORIA ESPECIAL;2
EN EL MUNICIPI;2000;4912;1;BISUTERIA;2
EN EL MUNICIPI;2000;6745;1;CAFE-BAR SOCIEDADES,CASINOS,CLUBES...;6
EN EL MUNICIPI;2000;6746;1;CAFE-BAR TEATROS Y CINES;1
EN EL MUNICIPI;2000;812;1;CAJAS DE AHORRO;22
EN EL MUNICIPI;2000;5055;1;CARPINTERIA Y CERRAJERIA;99
EN EL MUNICIPI;2000;676;1;CHOCOLATERIAS,HELADERIAS Y HORCHATERIAS;1
EN EL MUNICIPI;2000;5024;1;CIMENTACIONES Y PAVIMENTACIONES;1
EN EL MUNICIPI;2000;5054;1;COLOCACION DE AISLAMIENTOS EN EDIFICIOS;49
EN EL MUNICIPI;2000;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;6
EN EL MUNICIPI;2000;611;1;COM. MAY. TODA CLASE DE MERCANCIAS;1
EN EL MUNICIPI;2000;6536;1;COM. MEN. ARTICULOS DE  BRICOLAGE ;1
