CODI_DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;2012;731;2;ABOGADOS;54
EN EL MUNICIPI;2012;4685;1;ACTIV. ANEXAS IND. MUEBLE;3
EN EL MUNICIPI;2012;756;1;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;5
EN EL MUNICIPI;2012;475;1;ACTIVIDADES ANEXAS ARTES GRAFICAS;2
EN EL MUNICIPI;2012;019;3;ACTIVIDADES CINE,TEATRO, Y CIRCO NCOP;1
EN EL MUNICIPI;2012;013;3;ACTORES DE CINE Y TEATRO;1
EN EL MUNICIPI;2012;841;2;ACUPUNTORES, NATUROPATAS Y OTROS;2
EN EL MUNICIPI;2012;9794;1;ADIESTRAMIENTO Y CUIDADOS DE ANIMALES;1
EN EL MUNICIPI;2012;723;2;ADMINISTRADORES DE FINCAS;1
EN EL MUNICIPI;2012;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;6
EN EL MUNICIPI;2012;755;1;AGENCIAS DE VIAJES;4
EN EL MUNICIPI;2012;721;2;AGENTES COLEGIADOS PROPIEDAD IND.E INMOB;1
EN EL MUNICIPI;2012;853;2;AGENTES COLOCADORES ARTISTAS;1
EN EL MUNICIPI;2012;511;2;AGENTES COMERCIALES;55
EN EL MUNICIPI;2012;728;2;AGENTES DE ADUANAS;2
EN EL MUNICIPI;2012;712;2;AGENTES Y CORREDORES DE SEGUROS;30
EN EL MUNICIPI;2012;508;1;AGRUPACIONES Y UNIONES TEMPOR. EMPRESAS;14
EN EL MUNICIPI;2012;5013;1;ALBAùILERIA Y PEQ. TRABAJOS CONSTRUCCION;139
EN EL MUNICIPI;2012;7545;1;ALMACENES Y DEPOSITOS DE LIQUIDOS;1
EN EL MUNICIPI;2012;8561;1;ALQUILER DE BIENES DE CONSUMO;1
EN EL MUNICIPI;2012;8562;1;ALQUILER DE PELICULAS DE VIDEO;4
EN EL MUNICIPI;2012;852;1;ALQUILER MAQUINARIA Y EQUIP. CONSTRUCC.;3
EN EL MUNICIPI;2012;859;1;ALQUILER OTROS BIENES MUEBLES NCOP;3
EN EL MUNICIPI;2012;411;2;ARQUITECTOS;27
EN EL MUNICIPI;2012;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;30
EN EL MUNICIPI;2012;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);6
EN EL MUNICIPI;2012;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;1
EN EL MUNICIPI;2012;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;5
EN EL MUNICIPI;2012;951;1;ASISTENCIA Y SERV. SOCIALES DISMINUIDOS;4
EN EL MUNICIPI;2012;881;2;ASTROLOGOS Y SIMILARES;1
EN EL MUNICIPI;2012;747;2;AUDITORES DE CUENTAS Y CENSORES JURADOS;3
EN EL MUNICIPI;2012;024;2;AUXILIARES Y AYUDANTES VETERINARIA;1
EN EL MUNICIPI;2012;836;2;AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS;25
EN EL MUNICIPI;2012;811;1;BANCA;28
EN EL MUNICIPI;2012;6731;1;BARES CATEGORIA ESPECIAL;2
EN EL MUNICIPI;2012;6745;1;CAFE-BAR SOCIEDADES,CASINOS,CLUBES...;4
EN EL MUNICIPI;2012;6746;1;CAFE-BAR TEATROS Y CINES;1
EN EL MUNICIPI;2012;675;1;CAFES-BARES EN QUIOSCOS,CAJONES,BARRACAS;1
EN EL MUNICIPI;2012;812;1;CAJAS DE AHORRO;1
EN EL MUNICIPI;2012;5055;1;CARPINTERIA Y CERRAJERIA;49
EN EL MUNICIPI;2012;5024;1;CIMENTACIONES Y PAVIMENTACIONES;2
EN EL MUNICIPI;2012;8491;1;COBROS DE DEUDAS Y CONFECCION FACTURAS;1
EN EL MUNICIPI;2012;5054;1;COLOCACION DE AISLAMIENTOS EN EDIFICIOS;26
EN EL MUNICIPI;2012;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;7
EN EL MUNICIPI;2012;611;1;COM. MAY. TODA CLASE DE MERCANCIAS;1
EN EL MUNICIPI;2012;6536;1;COM. MEN. ARTICULOS DE  BRICOLAGE ;1
EN EL MUNICIPI;2012;6124;1;COM.MAY. CARNES,HUEVOS,AVES Y CAZA;8
EN EL MUNICIPI;2012;6172;1;COM.MAY. CUEROS Y PIELES EN BRUTO;1
EN EL MUNICIPI;2012;6152;1;COM.MAY. DE MUEBLES;1
EN EL MUNICIPI;2012;6192;1;COM.MAY. INSTRUM. MEDICOS Y ORTOPEDICOS;3
EN EL MUNICIPI;2012;6191;1;COM.MAY. JUGUETES Y ARTICULOS DEPORTE;2
EN EL MUNICIPI;2012;6173;1;COM.MAY. MADERA Y CORCHO;3
EN EL MUNICIPI;2012;6175;1;COM.MAY. MAQUINARIA PARA MADERA Y METAL;6
EN EL MUNICIPI;2012;6177;1;COM.MAY. MAQUINARIA TEXTIL;1
EN EL MUNICIPI;2012;6178;1;COM.MAY. MAQUINAS Y MATERIAL OFICINA;4
EN EL MUNICIPI;2012;6174;1;COM.MAY. MATERIALES CONSTRUCCION;6
EN EL MUNICIPI;2012;6193;1;COM.MAY. METALES PRECIOSOS, Y JOYERIA;2
EN EL MUNICIPI;2012;6128;1;COM.MAY. PESCADOS;2
EN EL MUNICIPI;2012;6133;1;COM.MAY. PRENDAS EXTERIORES VESTIR;1
EN EL MUNICIPI;2012;6139;1;COM.MAY.ACCESORIOS VESTIDO NCOP;1
EN EL MUNICIPI;2012;6154;1;COM.MAY.APAR.Y MAT. ELECTRONICO;9
EN EL MUNICIPI;2012;6195;1;COM.MAY.ART.PAPELERIA Y ESCRITORIO;3
EN EL MUNICIPI;2012;6126;1;COM.MAY.BEBIDAS Y TABACO;5
EN EL MUNICIPI;2012;6134;1;COM.MAY.CALZADO,PELETERIA,MARROQUINERIA;2
EN EL MUNICIPI;2012;6135;1;COM.MAY.CAMISERIA,LENCERIA,MERCERIA,...;5
EN EL MUNICIPI;2012;621;1;COM.MAY.CHATARRA Y METALES DESECHO;1
EN EL MUNICIPI;2012;6123;1;COM.MAY.FRUTAS Y VERDURAS;2
EN EL MUNICIPI;2012;6197;1;COM.MAY.INSTRUM.PRECISION Y MEDIDA;4
EN EL MUNICIPI;2012;6179;1;COM.MAY.INTERINDUSTRIAL EXCEP. QUIMICA;16
EN EL MUNICIPI;2012;6125;1;COM.MAY.LECHE,PTOS.LACTEOS, MIEL, ACEITE;3
EN EL MUNICIPI;2012;6159;1;COM.MAY.OTROS ART. CONSUMO DURADERO NCOP;5
EN EL MUNICIPI;2012;6199;1;COM.MAY.OTROS PRODUCTOS NCOP;5
EN EL MUNICIPI;2012;6129;1;COM.MAY.OTROS PTOS. ALIMENT.,HELADOS ETC;12
EN EL MUNICIPI;2012;622;1;COM.MAY.OTROS PTOS. RECUPERACION;3
EN EL MUNICIPI;2012;6194;1;COM.MAY.PTOS. DE PAPEL Y CARTON;2
