CODI_DIVISIO_TERRITORIAL;ANY;EPIGRAF;SECCIO;DESCRIPCIO_EPIGRAF;TOTAL
EN EL MUNICIPI;1998;731;2;ABOGADOS;94
EN EL MUNICIPI;1998;436;1;ACABADO DE TEXTILES;10
EN EL MUNICIPI;1998;4685;1;ACTIV. ANEXAS IND. MUEBLE;13
EN EL MUNICIPI;1998;756;1;ACTIV. AUXILIARES Y COMPLEMENTARIAS TTE.;20
EN EL MUNICIPI;1998;475;1;ACTIVIDADES ANEXAS ARTES GRAFICAS;22
EN EL MUNICIPI;1998;019;3;ACTIVIDADES CINE,TEATRO, Y CIRCO NCOP;6
EN EL MUNICIPI;1998;013;3;ACTORES DE CINE Y TEATRO;2
EN EL MUNICIPI;1998;841;2;ACUPUNTORES, NATUROPATAS Y OTROS;5
EN EL MUNICIPI;1998;9794;1;ADIESTRAMIENTO Y CUIDADOS DE ANIMALES;2
EN EL MUNICIPI;1998;723;2;ADMINISTRADORES DE FINCAS;4
EN EL MUNICIPI;1998;8321;1;AGENCIAS DE SEGUROS Y CORREDURIAS;20
EN EL MUNICIPI;1998;755;1;AGENCIAS DE VIAJES;14
EN EL MUNICIPI;1998;974;1;AGENCIAS PRESTACION SERV. DOMESTICOS;1
EN EL MUNICIPI;1998;771;2;AGENTES COBRADORES;1
EN EL MUNICIPI;1998;721;2;AGENTES COLEGIADOS PROPIEDAD IND.E INMOB;6
EN EL MUNICIPI;1998;511;2;AGENTES COMERCIALES;132
EN EL MUNICIPI;1998;728;2;AGENTES DE ADUANAS;1
EN EL MUNICIPI;1998;713;2;AGENTES DE SEGUROS AFECTOS;46
EN EL MUNICIPI;1998;727;2;AGENTES O INTERMEDIARIOS PRESTAMOS;2
EN EL MUNICIPI;1998;712;2;AGENTES REPRESENTANTES DE SEGUROS;9
EN EL MUNICIPI;1998;508;1;AGRUPACIONES Y UNIONES TEMPOR. EMPRESAS;8
EN EL MUNICIPI;1998;5013;1;ALBAùILERIA Y PEQ. TRABAJOS CONSTRUCCION;237
EN EL MUNICIPI;1998;7545;1;ALMACENES Y DEPOSITOS DE LIQUIDOS;1
EN EL MUNICIPI;1998;854;1;ALQUILER AUTOMOVILES SIN CONDUCTOR;5
EN EL MUNICIPI;1998;8561;1;ALQUILER DE BIENES DE CONSUMO;5
EN EL MUNICIPI;1998;8552;1;ALQUILER DE EMBARCACIONES;1
EN EL MUNICIPI;1998;8562;1;ALQUILER DE PELICULAS DE VIDEO;31
EN EL MUNICIPI;1998;852;1;ALQUILER MAQUINARIA Y EQUIP. CONSTRUCC.;8
EN EL MUNICIPI;1998;859;1;ALQUILER OTROS BIENES MUEBLES NCOP;5
EN EL MUNICIPI;1998;8559;1;ALQUILER OTROS MEDIOS TRANSP. N.C.O.P.;1
EN EL MUNICIPI;1998;048;3;ARBITROS DE ESPECTACULOS DEPORTIVOS;1
EN EL MUNICIPI;1998;411;2;ARQUITECTOS;37
EN EL MUNICIPI;1998;421;2;ARQUITECTOS TECNICOS Y APAREJADORES;39
EN EL MUNICIPI;1998;474;1;ARTES GRAFICAS (IMPRESION GRAFICA);64
EN EL MUNICIPI;1998;822;1;ASEGURADORAS DE ENFERMEDAD Y RIESGOS;7
EN EL MUNICIPI;1998;952;1;ASIST. Y SERV. DISMINUIDOS NO RESIDENC.;9
EN EL MUNICIPI;1998;951;1;ASISTENCIA Y SERV. SOCIALES DISMINUIDOS;6
EN EL MUNICIPI;1998;881;2;ASTROLOGOS Y SIMILARES;2
EN EL MUNICIPI;1998;747;2;AUDITORES DE CUENTAS Y CENSORES JURADOS;3
EN EL MUNICIPI;1998;836;2;AYUD. TECN. SANITARIOS Y FISIOTERAPEUTAS;22
EN EL MUNICIPI;1998;811;1;BANCA;16
EN EL MUNICIPI;1998;6731;1;BARES CATEGORIA ESPECIAL;23
EN EL MUNICIPI;1998;4912;1;BISUTERIA;4
EN EL MUNICIPI;1998;6745;1;CAFE-BAR SOCIEDADES,CASINOS,CLUBES...;17
EN EL MUNICIPI;1998;6746;1;CAFE-BAR TEATROS Y CINES;4
EN EL MUNICIPI;1998;6723;1;CAFETERIAS DE UNA TAZA;1
EN EL MUNICIPI;1998;6722;1;CAFETERIAS DOS TAZAS;1
EN EL MUNICIPI;1998;812;1;CAJAS DE AHORRO;33
EN EL MUNICIPI;1998;5055;1;CARPINTERIA Y CERRAJERIA;104
EN EL MUNICIPI;1998;4621;1;CHAPAS DE MADERA;1
EN EL MUNICIPI;1998;676;1;CHOCOLATERIAS,HELADERIAS Y HORCHATERIAS;2
EN EL MUNICIPI;1998;8491;1;COBROS DE DEUDAS Y CONFECCION FACTURAS;2
EN EL MUNICIPI;1998;5054;1;COLOCACION DE AISLAMIENTOS EN EDIFICIOS;40
EN EL MUNICIPI;1998;6153;1;COM. MAY. APARATOS ELECTRODOMESTICOS;25
EN EL MUNICIPI;1998;6144;1;COM. MAY. PRODUCTOS ZOOSANITARIOS;1
EN EL MUNICIPI;1998;611;1;COM. MAY. TODA CLASE DE MERCANCIAS;1
EN EL MUNICIPI;1998;6536;1;COM. MEN. ARTICULOS DE  BRICOLAGE ;1
EN EL MUNICIPI;1998;6124;1;COM.MAY. CARNES,HUEVOS,AVES Y CAZA;10
EN EL MUNICIPI;1998;6172;1;COM.MAY. CUEROS Y PIELES EN BRUTO;1
EN EL MUNICIPI;1998;6152;1;COM.MAY. DE MUEBLES;6
EN EL MUNICIPI;1998;6162;1;COM.MAY. HIERRO Y ACERO;5
EN EL MUNICIPI;1998;6192;1;COM.MAY. INSTRUM. MEDICOS Y ORTOPEDICOS;7
EN EL MUNICIPI;1998;6191;1;COM.MAY. JUGUETES Y ARTICULOS DEPORTE;3
EN EL MUNICIPI;1998;6196;1;COM.MAY. LIBROS, PERIODICOS Y REVISTAS;2
EN EL MUNICIPI;1998;6173;1;COM.MAY. MADERA Y CORCHO;6
